,name,lon,lat
130,Praia,-23.51668888497221,14.916698017328656
131,Nassau,-77.35004378427612,25.08339011535122
132,Nicosia,33.36663488641415,35.166676451654496
133,Hanoi,105.8480683412422,21.035273107737055
134,Ankara,32.862445782356644,39.929184444075474
135,Budapest,19.081374818759684,47.50195218499135
136,Sanaa,44.20464752393843,15.356679154263645
137,Bucharest,26.0980007953504,44.43531766349457
138,Damascus,36.29805003041707,33.50197985420613
139,Lisbon,-9.14681216410213,38.72466873648784
140,Khartoum,32.532233380011576,15.590024084277673
141,Oslo,10.748033347372314,59.91863614500187
142,Warsaw,20.998053692465305,52.25194648839556
143,Pyongyang,125.75274485499392,39.02138455800434
144,Dar es Salaam,39.26639597769457,-6.798066736124383
145,Dublin,-6.250851540391068,53.335006994584944
146,Monrovia,-10.799660436775923,6.314581647160139
147,Kuala Lumpur,101.69803741674644,3.168611730712371
148,Havana,-82.3661280299533,23.1339046995422
149,Prague,14.464033917048539,50.08528287347832
150,Kuwait,47.97635528762527,29.371663488629565
151,Santo Domingo,-69.90203094331503,18.472018713195382
152,Accra,-0.21866159896069348,5.551980464445933
153,Tripoli,13.180011758078194,32.89250001935369
154,Helsinki,24.93218048284558,60.17750923256807
155,København,12.561539888703294,55.68051004902594
156,Abidjan,-4.041994118507091,5.321942826098564
157,Brasilia,-47.91799814700306,-15.781394372878992
158,Brussels,4.33137074969045,50.83526293533032
159,Dhaka,90.40663360810754,23.725005570312817
160,Luanda,13.23248118266855,-8.836340255012658
161,Algiers,3.048606670909237,36.765010656628135
162,Rangoon,96.16473175266185,16.785299963188777
163,Caracas,-66.91898305105042,10.502944413033333
164,Kiev,30.514682110472165,50.43531318760722
165,Tashkent,69.29298696088779,41.31364774160721
166,Madrid,-3.6852975446125242,40.40197212311381
167,Stockholm,18.095388874180912,59.35270581286585
168,Bangkok,100.51469879369489,13.751945064087977
169,Lima,-77.05200795343472,-12.04606681752557
170,Dakar,-17.47507598705056,14.717777583623274
171,Johannesburg,28.028063865019476,-26.16809888138414
172,Amsterdam,4.914694317400972,52.35191454666443
173,Seoul,126.99778513820195,37.56829495838895
174,Manila,120.9802713035424,14.606104813440538
175,Berlin,13.399602764700546,52.523764522251156
176,Kinshasa,15.313026023171744,-4.327778243275986
177,New Delhi,77.19998002005303,28.600023009245433
178,Athens,23.731375225679358,37.98527209055226
179,Baghdad,44.391922914564134,33.34059435615865
180,Addis Ababa,38.69805857534868,9.035256221295754
181,Tehran,51.42239817500899,35.673888627001304
182,Buenos Aires,-58.399477232331435,-34.600555749907414
183,Kabul,69.18131419070505,34.51863614490031
184,Vienna,16.364693096743736,48.20196113681686
185,Taipei,121.568333333333,25.0358333333333
186,"Washington, D.C.",-77.01136443943716,38.901495235087054
187,London,-0.11866770247593195,51.5019405883275
188,Riyadh,46.770795798688255,24.642779007816443
189,Cape Town,18.43304229922603,-33.91806510862875
190,Moscow,37.6135769672714,55.75410998124818
191,Mexico City,-99.1329340602939,19.444388301415472
192,Rome,12.481312562873995,41.89790148509894
193,Beijing,116.38633982565943,39.93083808990906
194,Nairobi,36.81471100047145,-1.2814008832377795
195,Jakarta,106.82749176247012,-6.172471846798885
196,Bogota,-74.08528981377441,4.598369421147822
197,Cairo,31.248022361126118,30.051906205103705
198,Tokyo,139.74946157054467,35.686962764371174
199,Paris,2.33138946713035,48.86863878981461
200,Santiago,-70.66898671317483,-33.448067956934096
201,Singapore,103.85387481909902,1.2949793251059418
