time,level,lat,lon,pressure,wind,number,name
2014-01-17 06:00,热带低压,9.8,127.9,1006,13,201401,Lingling
2014-01-17 12:00,热带低压,9.7,127.6,1006,13,201401,Lingling
2014-01-17 18:00,热带低压,9.6,127.4,1006,13,201401,Lingling
2014-01-18 00:00,热带低压,9.4,127.5,1002,15,201401,Lingling
2014-01-18 06:00,热带风暴,9.1,127.8,1000,18,201401,Lingling
2014-01-18 12:00,热带风暴,8.6,128.0,1000,18,201401,Lingling
2014-01-18 18:00,热带风暴,8.0,128.1,1000,18,201401,Lingling
2014-01-19 00:00,热带风暴,7.5,128.1,1000,18,201401,Lingling
2014-01-19 06:00,热带低压,7.2,128.1,1002,15,201401,Lingling
2014-01-19 12:00,热带低压,6.9,128.1,1006,13,201401,Lingling
2014-01-29 00:00,热带低压,9.9,143.2,1004,13,201402,Kajiki
2014-01-29 06:00,热带低压,9.7,141.8,1004,13,201402,Kajiki
2014-01-29 12:00,热带低压,9.3,140.6,1004,13,201402,Kajiki
2014-01-29 18:00,热带低压,8.8,139.4,1004,13,201402,Kajiki
2014-01-30 00:00,热带低压,8.6,137.8,1004,13,201402,Kajiki
2014-01-30 06:00,热带低压,8.2,136.3,1002,15,201402,Kajiki
2014-01-30 12:00,热带低压,8.6,134.5,1002,15,201402,Kajiki
2014-01-30 18:00,热带低压,9.0,132.8,1002,15,201402,Kajiki
2014-01-31 00:00,热带风暴,9.5,130.5,1000,18,201402,Kajiki
2014-01-31 06:00,热带风暴,10.0,128.1,998,20,201402,Kajiki
2014-01-31 12:00,热带风暴,10.0,126.3,995,23,201402,Kajiki
2014-01-31 18:00,热带风暴,10.5,123.8,995,23,201402,Kajiki
2014-02-01 00:00,热带风暴,10.8,121.8,1000,18,201402,Kajiki
2014-02-01 06:00,热带低压,11.2,120.2,1002,15,201402,Kajiki
2014-02-01 12:00,热带扰动,11.3,118.1,1008,10,201402,Kajiki
2014-02-27 12:00,热带低压,8.8,147.8,1002,13,201403,Faxai
2014-02-27 18:00,热带低压,8.6,148.0,1002,13,201403,Faxai
2014-02-28 00:00,热带低压,8.4,148.1,1000,15,201403,Faxai
2014-02-28 06:00,热带低压,8.5,148.4,1000,15,201403,Faxai
2014-02-28 12:00,热带风暴,8.7,148.7,998,18,201403,Faxai
2014-02-28 18:00,热带风暴,8.8,149.1,998,18,201403,Faxai
2014-03-01 00:00,热带风暴,8.5,149.5,998,18,201403,Faxai
2014-03-01 06:00,热带风暴,8.7,149.7,998,18,201403,Faxai
2014-03-01 12:00,热带风暴,9.0,150.0,994,20,201403,Faxai
2014-03-01 18:00,热带风暴,9.4,149.8,994,20,201403,Faxai
2014-03-02 00:00,热带风暴,9.5,149.2,990,23,201403,Faxai
2014-03-02 06:00,热带风暴,9.5,148.7,990,23,201403,Faxai
2014-03-02 12:00,热带风暴,9.9,149.3,990,23,201403,Faxai
2014-03-02 18:00,热带风暴,10.3,149.3,990,23,201403,Faxai
2014-03-03 00:00,强热带风暴,11.0,149.5,985,25,201403,Faxai
2014-03-03 06:00,强热带风暴,12.1,149.4,985,25,201403,Faxai
2014-03-03 12:00,强热带风暴,13.0,149.5,985,25,201403,Faxai
2014-03-03 18:00,强热带风暴,13.7,149.6,982,28,201403,Faxai
2014-03-04 00:00,强热带风暴,14.8,150.0,982,28,201403,Faxai
2014-03-04 06:00,强热带风暴,16.1,150.6,980,30,201403,Faxai
2014-03-04 12:00,台风,17.5,151.3,975,33,201403,Faxai
2014-03-04 18:00,台风,18.8,151.7,970,35,201403,Faxai
2014-03-05 00:00,强热带风暴,20.1,152.7,980,30,201403,Faxai
2014-03-05 06:00,强热带风暴,21.2,153.3,984,28,201403,Faxai
2014-03-05 12:00,热带风暴,21.9,154.0,990,23,201403,Faxai
2014-03-05 18:00,热带风暴,22.2,154.8,994,18,201403,Faxai
2014-03-06 00:00,温带气旋,23.0,155.9,998,15,201403,Faxai
2014-03-06 06:00,温带气旋,23.5,157.5,998,15,201403,Faxai
2014-03-06 12:00,温带气旋,23.5,158.8,1000,13,201403,Faxai
2014-04-03 00:00,热带低压,1.7,147.4,1004,13,201404,Peipah
2014-04-03 06:00,热带低压,1.8,146.5,1004,13,201404,Peipah
2014-04-03 12:00,热带低压,2.0,146.0,1004,13,201404,Peipah
2014-04-03 18:00,热带低压,2.1,145.3,1004,13,201404,Peipah
2014-04-04 00:00,热带低压,2.6,144.6,1000,15,201404,Peipah
2014-04-04 06:00,热带低压,3.2,144.1,1000,15,201404,Peipah
2014-04-04 12:00,热带低压,3.5,143.2,1000,15,201404,Peipah
2014-04-04 18:00,热带低压,3.9,141.9,1000,15,201404,Peipah
2014-04-05 00:00,热带风暴,4.1,140.6,998,18,201404,Peipah
2014-04-05 06:00,热带风暴,4.7,139.6,998,18,201404,Peipah
2014-04-05 12:00,热带风暴,5.0,138.6,998,18,201404,Peipah
2014-04-05 18:00,热带风暴,5.3,137.8,998,18,201404,Peipah
2014-04-06 00:00,热带风暴,6.0,137.0,998,18,201404,Peipah
2014-04-06 06:00,热带风暴,6.4,135.9,998,18,201404,Peipah
2014-04-06 12:00,热带风暴,6.9,135.1,998,18,201404,Peipah
2014-04-06 18:00,热带风暴,7.0,134.4,998,18,201404,Peipah
2014-04-07 00:00,热带风暴,7.0,133.3,998,18,201404,Peipah
2014-04-07 06:00,热带风暴,6.5,132.2,998,18,201404,Peipah
2014-04-07 12:00,热带风暴,6.4,131.7,998,18,201404,Peipah
2014-04-07 18:00,热带风暴,6.7,131.4,998,18,201404,Peipah
2014-04-08 00:00,热带风暴,7.1,130.9,998,18,201404,Peipah
2014-04-08 06:00,热带风暴,7.6,130.4,998,18,201404,Peipah
2014-04-08 12:00,热带风暴,8.0,130.0,998,18,201404,Peipah
2014-04-08 18:00,热带风暴,8.1,130.2,998,18,201404,Peipah
2014-04-09 00:00,热带风暴,8.2,130.3,998,18,201404,Peipah
2014-04-09 06:00,热带风暴,8.2,130.3,998,18,201404,Peipah
2014-04-09 12:00,热带低压,8.3,130.4,1000,15,201404,Peipah
2014-04-09 18:00,热带低压,8.1,130.6,1004,13,201404,Peipah
2014-04-27 00:00,热带低压,10.0,146.2,1002,13,201405,Tapah
2014-04-27 06:00,热带低压,10.8,146.5,1000,15,201405,Tapah
2014-04-27 12:00,热带低压,11.5,146.7,1000,15,201405,Tapah
2014-04-27 18:00,热带低压,12.1,146.8,1000,15,201405,Tapah
2014-04-28 00:00,热带风暴,12.5,146.9,998,18,201405,Tapah
2014-04-28 06:00,热带风暴,13.2,147.1,995,20,201405,Tapah
2014-04-28 12:00,热带风暴,14.0,147.5,990,23,201405,Tapah
2014-04-28 18:00,强热带风暴,14.7,147.5,988,25,201405,Tapah
2014-04-29 00:00,强热带风暴,15.6,147.4,980,30,201405,Tapah
2014-04-29 06:00,强热带风暴,16.4,147.3,980,30,201405,Tapah
2014-04-29 12:00,强热带风暴,17.1,147.4,980,30,201405,Tapah
2014-04-29 18:00,强热带风暴,18.1,147.4,985,28,201405,Tapah
2014-04-30 00:00,强热带风暴,18.7,147.3,985,28,201405,Tapah
2014-04-30 06:00,强热带风暴,19.3,147.1,988,25,201405,Tapah
2014-04-30 12:00,热带风暴,19.8,146.9,990,23,201405,Tapah
2014-04-30 18:00,热带风暴,20.5,146.2,995,20,201405,Tapah
2014-05-01 00:00,热带低压,21.3,145.2,1000,15,201405,Tapah
2014-05-01 06:00,热带低压,22.0,144.3,1000,15,201405,Tapah
2014-05-01 12:00,热带低压,22.8,143.6,1002,13,201405,Tapah
2014-05-01 18:00,热带低压,23.6,143.8,1002,13,201405,Tapah
2014-05-02 00:00,热带低压,24.1,144.2,1004,13,201405,Tapah
2014-05-02 06:00,温带气旋,24.9,145.0,1006,13,201405,Tapah
2014-06-09 00:00,热带低压,20.7,120.0,1000,13,201406,Mitag
2014-06-09 06:00,热带低压,20.7,120.7,1000,13,201406,Mitag
2014-06-09 12:00,热带低压,20.8,121.0,1000,13,201406,Mitag
2014-06-09 18:00,热带低压,21.0,121.3,998,15,201406,Mitag
2014-06-10 00:00,热带低压,21.3,121.8,998,15,201406,Mitag
2014-06-10 06:00,热带低压,22.0,122.5,998,15,201406,Mitag
2014-06-10 12:00,热带低压,22.3,123.5,998,15,201406,Mitag
2014-06-10 18:00,热带低压,22.9,124.7,998,15,201406,Mitag
2014-06-11 00:00,热带低压,23.2,125.8,998,15,201406,Mitag
2014-06-11 06:00,热带风暴,24.2,127.7,996,18,201406,Mitag
2014-06-11 12:00,热带风暴,25.5,130.2,996,18,201406,Mitag
2014-06-11 18:00,热带风暴,27.2,132.7,994,20,201406,Mitag
2014-06-12 00:00,温带气旋,28.9,135.8,994,18,201406,Mitag
2014-06-13 12:00,热带低压,19.8,116.6,996,15,201407,Hagibis
2014-06-13 18:00,热带低压,20.1,116.9,996,15,201407,Hagibis
2014-06-14 00:00,热带低压,20.4,116.9,994,15,201407,Hagibis
2014-06-14 06:00,热带风暴,20.7,116.8,992,18,201407,Hagibis
2014-06-14 12:00,热带风暴,21.1,116.8,990,20,201407,Hagibis
2014-06-14 18:00,热带风暴,21.6,116.8,988,23,201407,Hagibis
2014-06-15 00:00,热带风暴,22.2,116.7,988,23,201407,Hagibis
2014-06-15 06:00,热带风暴,22.8,116.7,986,23,201407,Hagibis
2014-06-15 12:00,热带风暴,23.3,116.5,994,18,201407,Hagibis
2014-06-15 18:00,热带低压,23.7,116.5,998,15,201407,Hagibis
2014-06-16 00:00,热带低压,24.3,116.9,998,15,201407,Hagibis
2014-06-16 06:00,热带低压,25.2,117.7,998,15,201407,Hagibis
2014-06-16 12:00,热带低压,25.9,119.0,998,15,201407,Hagibis
2014-06-16 18:00,热带低压,26.8,120.5,998,15,201407,Hagibis
2014-06-17 00:00,热带低压,27.8,122.8,998,15,201407,Hagibis
2014-06-17 06:00,热带风暴,28.4,125.6,994,18,201407,Hagibis
2014-06-17 12:00,热带风暴,29.3,129.9,994,18,201407,Hagibis
2014-06-17 18:00,热带风暴,29.7,133.4,994,18,201407,Hagibis
2014-06-18 00:00,温带气旋,30.8,137.8,998,15,201407,Hagibis
2014-06-18 06:00,温带气旋,31.4,140.5,998,15,201407,Hagibis
2014-06-18 12:00,温带气旋,31.8,142.6,998,15,201407,Hagibis
2014-06-18 18:00,温带气旋,32.1,144.9,996,18,201407,Hagibis
2014-06-19 00:00,温带气旋,32.7,147.9,996,18,201407,Hagibis
2014-06-19 06:00,温带气旋,32.8,150.1,994,20,201407,Hagibis
2014-06-19 12:00,温带气旋,32.9,152.3,996,18,201407,Hagibis
2014-06-19 18:00,温带气旋,33.1,154.0,998,15,201407,Hagibis
2014-06-20 00:00,温带气旋,33.4,156.1,1000,15,201407,Hagibis
