time,level,lat,lon,pressure,wind,number,name
2004-04-02 18:00,热带扰动,6.4,152.8,1004,10,200401,Sudal
2004-04-03 00:00,热带扰动,6.3,152.3,1004,10,200401,Sudal
2004-04-03 06:00,热带低压,6.4,151.9,1004,12,200401,Sudal
2004-04-03 12:00,热带低压,6.6,151.4,1004,12,200401,Sudal
2004-04-03 18:00,热带低压,6.5,151.0,1002,12,200401,Sudal
2004-04-04 00:00,热带低压,6.5,150.6,1002,15,200401,Sudal
2004-04-04 06:00,热带低压,6.7,150.1,1000,15,200401,Sudal
2004-04-04 12:00,热带低压,7.1,149.6,1000,15,200401,Sudal
2004-04-04 18:00,热带低压,7.8,149.3,1000,15,200401,Sudal
2004-04-05 00:00,热带风暴,8.4,149.1,998,18,200401,Sudal
2004-04-05 06:00,热带风暴,8.8,148.8,995,20,200401,Sudal
2004-04-05 12:00,热带风暴,9.3,148.6,995,20,200401,Sudal
2004-04-05 18:00,热带风暴,9.5,147.7,990,23,200401,Sudal
2004-04-06 00:00,强热带风暴,9.3,147.0,990,25,200401,Sudal
2004-04-06 06:00,强热带风暴,9.2,146.2,990,25,200401,Sudal
2004-04-06 12:00,强热带风暴,9.5,145.4,985,28,200401,Sudal
2004-04-06 18:00,强热带风暴,9.9,144.9,980,30,200401,Sudal
2004-04-07 00:00,强热带风暴,10.0,144.1,980,30,200401,Sudal
2004-04-07 06:00,强热带风暴,9.9,143.0,980,30,200401,Sudal
2004-04-07 12:00,强热带风暴,9.7,142.2,980,30,200401,Sudal
2004-04-07 18:00,台风,9.3,141.5,975,33,200401,Sudal
2004-04-08 00:00,台风,9.1,140.6,970,35,200401,Sudal
2004-04-08 06:00,台风,8.8,139.8,960,40,200401,Sudal
2004-04-08 12:00,台风,8.8,139.1,960,40,200401,Sudal
2004-04-08 18:00,台风,8.9,138.5,960,40,200401,Sudal
2004-04-09 00:00,强台风,9.1,138.0,950,45,200401,Sudal
2004-04-09 06:00,强台风,9.5,137.2,950,45,200401,Sudal
2004-04-09 12:00,强台风,9.9,136.6,945,50,200401,Sudal
2004-04-09 18:00,强台风,10.3,135.8,940,50,200401,Sudal
2004-04-10 00:00,强台风,10.8,135.2,940,50,200401,Sudal
2004-04-10 06:00,强台风,11.3,134.4,940,50,200401,Sudal
2004-04-10 12:00,强台风,11.9,133.5,940,50,200401,Sudal
2004-04-10 18:00,强台风,12.4,132.8,945,50,200401,Sudal
2004-04-11 00:00,强台风,13.1,132.1,950,45,200401,Sudal
2004-04-11 06:00,强台风,13.6,131.7,950,45,200401,Sudal
2004-04-11 12:00,强台风,14.2,131.4,950,45,200401,Sudal
2004-04-11 18:00,强台风,14.8,131.2,950,45,200401,Sudal
2004-04-12 00:00,强台风,15.4,131.0,950,45,200401,Sudal
2004-04-12 06:00,强台风,15.7,131.0,950,45,200401,Sudal
2004-04-12 12:00,强台风,16.1,131.1,950,45,200401,Sudal
2004-04-12 18:00,强台风,16.6,131.3,950,45,200401,Sudal
2004-04-13 00:00,强台风,17.2,131.6,950,45,200401,Sudal
2004-04-13 06:00,强台风,17.8,132.0,950,45,200401,Sudal
2004-04-13 12:00,强台风,18.6,132.5,950,45,200401,Sudal
2004-04-13 18:00,强台风,19.5,133.1,950,45,200401,Sudal
2004-04-14 00:00,强台风,20.4,133.9,950,45,200401,Sudal
2004-04-14 06:00,台风,21.4,135.0,960,40,200401,Sudal
2004-04-14 12:00,台风,22.4,136.4,965,40,200401,Sudal
2004-04-14 18:00,台风,23.1,138.0,970,35,200401,Sudal
2004-04-15 00:00,台风,23.7,139.1,975,33,200401,Sudal
2004-04-15 06:00,强热带风暴,24.4,141.0,980,30,200401,Sudal
2004-04-15 12:00,强热带风暴,25.3,143.1,980,30,200401,Sudal
2004-04-15 18:00,强热带风暴,26.5,146.2,985,28,200401,Sudal
2004-04-16 00:00,强热带风暴,27.5,148.1,990,25,200401,Sudal
2004-04-16 06:00,热带风暴,28.5,150.7,990,23,200401,Sudal
2004-04-16 12:00,温带气旋,29.0,153.0,992,23,200401,Sudal
2004-04-16 18:00,温带气旋,30.4,157.8,992,23,200401,Sudal
2004-04-17 00:00,温带气旋,32.7,162.0,994,20,200401,Sudal
2004-04-17 06:00,温带气旋,35.1,168.0,994,20,200401,Sudal
2004-04-17 12:00,温带气旋,37.5,173.7,996,20,200401,Sudal
2004-04-17 18:00,温带气旋,39.3,180.0,1000,20,200401,Sudal
2004-05-13 00:00,热带扰动,7.2,132.5,1004,10,200402,Nida
2004-05-13 06:00,热带扰动,7.4,132.4,1004,10,200402,Nida
2004-05-13 12:00,热带低压,7.8,132.3,1002,12,200402,Nida
2004-05-13 18:00,热带低压,8.0,132.0,1000,15,200402,Nida
2004-05-14 00:00,热带风暴,8.3,131.8,998,18,200402,Nida
2004-05-14 06:00,热带风暴,8.5,131.5,990,23,200402,Nida
2004-05-14 12:00,强热带风暴,8.9,131.0,985,28,200402,Nida
