time,level,lat,lon,pressure,wind,number,name
2005-01-14 00:00,热带低压,6.0,150.2,1004,15,200501,Kulap
2005-01-14 06:00,热带低压,5.7,148.0,1002,15,200501,Kulap
2005-01-14 12:00,热带低压,6.0,147.4,1000,15,200501,Kulap
2005-01-14 18:00,热带低压,6.8,147.1,1000,15,200501,Kulap
2005-01-15 00:00,热带低压,7.5,146.3,1000,15,200501,Kulap
2005-01-15 06:00,热带低压,8.1,147.4,998,15,200501,Kulap
2005-01-15 12:00,热带风暴,9.5,147.4,995,18,200501,Kulap
2005-01-15 18:00,热带风暴,10.4,146.9,992,20,200501,Kulap
2005-01-16 00:00,热带风暴,11.5,146.6,992,20,200501,Kulap
2005-01-16 06:00,热带风暴,12.5,146.2,990,23,200501,Kulap
2005-01-16 12:00,热带风暴,13.1,145.9,990,23,200501,Kulap
2005-01-16 18:00,热带风暴,13.5,146.5,990,23,200501,Kulap
2005-01-17 00:00,热带风暴,14.2,147.7,990,23,200501,Kulap
2005-01-17 06:00,热带风暴,14.9,148.6,990,23,200501,Kulap
2005-01-17 12:00,热带风暴,15.7,149.6,990,23,200501,Kulap
2005-01-17 18:00,强热带风暴,16.3,150.7,985,25,200501,Kulap
2005-01-18 00:00,强热带风暴,16.7,151.6,985,25,200501,Kulap
2005-01-18 06:00,强热带风暴,17.3,152.6,985,25,200501,Kulap
2005-01-18 12:00,强热带风暴,17.6,153.2,985,25,200501,Kulap
2005-01-18 18:00,热带风暴,18.0,153.8,990,23,200501,Kulap
2005-01-19 00:00,热带风暴,18.4,154.4,1000,18,200501,Kulap
2005-01-19 06:00,热带低压,18.7,155.1,1004,15,200501,Kulap
2005-01-19 12:00,热带低压,18.9,155.8,1010,12,200501,Kulap
2005-03-12 00:00,热带扰动,6.0,151.4,1008,10,200502,Roke
2005-03-12 06:00,热带扰动,6.3,150.9,1006,10,200502,Roke
2005-03-12 12:00,热带扰动,6.7,150.2,1006,10,200502,Roke
2005-03-12 18:00,热带扰动,7.0,149.5,1006,10,200502,Roke
2005-03-13 00:00,热带扰动,7.3,148.5,1006,10,200502,Roke
2005-03-13 06:00,热带低压,7.9,147.1,1004,12,200502,Roke
2005-03-13 12:00,热带低压,8.4,145.5,1002,15,200502,Roke
2005-03-13 18:00,热带低压,9.3,143.7,1000,15,200502,Roke
2005-03-14 00:00,热带低压,9.9,142.5,1000,15,200502,Roke
2005-03-14 06:00,热带低压,10.4,141.2,1000,15,200502,Roke
2005-03-14 12:00,热带低压,10.6,140.0,1000,15,200502,Roke
2005-03-14 18:00,热带低压,10.9,138.7,1000,15,200502,Roke
2005-03-15 00:00,热带风暴,11.5,137.5,996,18,200502,Roke
2005-03-15 06:00,热带风暴,12.1,136.0,992,20,200502,Roke
2005-03-15 12:00,热带风暴,12.3,134.5,992,20,200502,Roke
2005-03-15 18:00,热带风暴,12.2,132.9,990,23,200502,Roke
2005-03-16 00:00,强热带风暴,11.8,131.1,990,25,200502,Roke
2005-03-16 06:00,强热带风暴,11.7,128.9,980,30,200502,Roke
2005-03-16 12:00,强热带风暴,11.5,126.6,980,30,200502,Roke
2005-03-16 18:00,强热带风暴,11.0,124.7,990,25,200502,Roke
2005-03-17 00:00,热带风暴,11.0,122.8,990,23,200502,Roke
2005-03-17 06:00,热带风暴,11.5,121.1,995,20,200502,Roke
2005-03-17 12:00,热带风暴,12.0,120.0,996,18,200502,Roke
2005-03-17 18:00,热带低压,11.8,118.6,1002,15,200502,Roke
2005-03-18 00:00,热带低压,11.9,117.1,1004,12,200502,Roke
2005-03-18 06:00,热带低压,11.9,115.9,1004,12,200502,Roke
2005-03-18 12:00,热带扰动,11.6,114.6,1006,10,200502,Roke
2005-03-18 18:00,热带扰动,11.4,113.4,1006,10,200502,Roke
2005-03-19 00:00,热带扰动,10.9,112.0,1006,10,200502,Roke
2005-03-19 06:00,热带扰动,10.5,110.5,1006,10,200502,Roke
2005-04-21 06:00,热带低压,8.7,141.9,1004,12,200503,Sonca
2005-04-21 12:00,热带低压,9.9,139.9,1004,12,200503,Sonca
2005-04-21 18:00,热带低压,10.6,138.6,1004,12,200503,Sonca
2005-04-22 00:00,热带低压,11.0,137.4,1004,12,200503,Sonca
2005-04-22 06:00,热带低压,11.5,136.1,1000,15,200503,Sonca
2005-04-22 12:00,热带低压,11.5,134.4,1000,15,200503,Sonca
2005-04-22 18:00,热带低压,11.3,133.4,1000,15,200503,Sonca
2005-04-23 00:00,热带风暴,11.6,132.8,996,18,200503,Sonca
2005-04-23 06:00,热带风暴,12.2,131.9,990,23,200503,Sonca
2005-04-23 12:00,强热带风暴,12.6,131.5,980,30,200503,Sonca
2005-04-23 18:00,台风,13.1,131.2,975,33,200503,Sonca
2005-04-24 00:00,台风,13.5,130.8,970,35,200503,Sonca
2005-04-24 06:00,台风,14.0,130.8,960,40,200503,Sonca
2005-04-24 12:00,强台风,14.5,130.8,950,45,200503,Sonca
2005-04-24 18:00,强台风,15.2,131.0,950,45,200503,Sonca
2005-04-25 00:00,强台风,16.0,131.2,950,45,200503,Sonca
2005-04-25 06:00,强台风,16.6,131.6,950,45,200503,Sonca
2005-04-25 12:00,强台风,17.5,132.2,950,45,200503,Sonca
2005-04-25 18:00,强台风,18.7,132.8,955,45,200503,Sonca
2005-04-26 00:00,强台风,20.0,134.0,955,45,200503,Sonca
2005-04-26 06:00,台风,21.7,135.7,965,40,200503,Sonca
2005-04-26 12:00,台风,23.5,138.1,965,40,200503,Sonca
2005-04-26 18:00,台风,24.8,140.2,975,33,200503,Sonca
2005-04-27 00:00,强热带风暴,25.5,142.7,980,28,200503,Sonca
2005-04-27 06:00,热带风暴,26.7,145.6,990,23,200503,Sonca
2005-04-27 12:00,温带气旋,27.7,148.7,996,15,200503,Sonca
2005-04-27 18:00,温带气旋,28.5,151.6,1000,15,200503,Sonca
2005-04-28 00:00,温带气旋,28.6,155.3,1004,15,200503,Sonca
2005-04-28 06:00,温带气旋,28.4,158.3,1006,12,200503,Sonca
2005-04-28 12:00,温带气旋,28.4,161.2,1006,12,200503,Sonca
2005-04-28 18:00,温带气旋,28.2,163.6,1006,12,200503,Sonca
2005-04-29 00:00,温带气旋,27.6,165.8,1008,10,200503,Sonca
2005-04-29 06:00,温带气旋,27.0,167.7,1008,10,200503,Sonca
2005-05-30 00:00,热带低压,8.7,148.4,1008,12,200504,Nesat
2005-05-30 06:00,热带低压,9.1,147.3,1006,12,200504,Nesat
2005-05-30 12:00,热带低压,9.3,146.6,1006,12,200504,Nesat
2005-05-30 18:00,热带低压,9.5,146.1,1004,15,200504,Nesat
2005-05-31 00:00,热带低压,9.7,145.6,1004,15,200504,Nesat
2005-05-31 06:00,热带低压,9.9,145.0,1002,15,200504,Nesat
2005-05-31 12:00,热带风暴,10.3,144.4,1000,18,200504,Nesat
2005-05-31 18:00,热带风暴,10.5,143.7,995,23,200504,Nesat
2005-06-01 00:00,强热带风暴,10.8,142.8,990,25,200504,Nesat
2005-06-01 06:00,强热带风暴,10.7,141.6,985,28,200504,Nesat
2005-06-01 12:00,台风,10.7,140.5,975,33,200504,Nesat
2005-06-01 18:00,台风,10.9,139.6,970,35,200504,Nesat
2005-06-02 00:00,台风,11.2,138.5,960,40,200504,Nesat
2005-06-02 06:00,台风,11.4,137.4,960,40,200504,Nesat
2005-06-02 12:00,强台风,11.7,136.3,950,45,200504,Nesat
2005-06-02 18:00,强台风,12.1,135.4,950,45,200504,Nesat
2005-06-03 00:00,强台风,12.3,134.4,950,45,200504,Nesat
2005-06-03 06:00,强台风,12.9,133.7,950,45,200504,Nesat
2005-06-03 12:00,强台风,13.7,132.6,950,45,200504,Nesat
2005-06-03 18:00,强台风,14.1,131.8,950,45,200504,Nesat
2005-06-04 00:00,强台风,14.6,131.4,940,50,200504,Nesat
2005-06-04 06:00,强台风,15.1,131.0,940,50,200504,Nesat
2005-06-04 12:00,强台风,15.7,130.6,940,50,200504,Nesat
2005-06-04 18:00,强台风,16.4,130.4,950,45,200504,Nesat
2005-06-05 00:00,强台风,17.3,130.4,950,45,200504,Nesat
2005-06-05 06:00,强台风,18.1,130.7,950,45,200504,Nesat
2005-06-05 12:00,台风,18.9,131.3,960,40,200504,Nesat
2005-06-05 18:00,台风,19.7,132.0,960,40,200504,Nesat
2005-06-06 00:00,台风,20.6,132.5,960,40,200504,Nesat
2005-06-06 06:00,强台风,21.2,133.4,950,45,200504,Nesat
2005-06-06 12:00,强台风,21.9,133.8,950,45,200504,Nesat
2005-06-06 18:00,强台风,22.3,134.1,950,45,200504,Nesat
2005-06-07 00:00,台风,22.9,134.2,960,40,200504,Nesat
2005-06-07 06:00,台风,23.5,134.1,960,40,200504,Nesat
2005-06-07 12:00,台风,23.8,133.8,960,40,200504,Nesat
2005-06-07 18:00,台风,24.4,133.7,960,40,200504,Nesat
2005-06-08 00:00,台风,25.0,133.9,960,40,200504,Nesat
2005-06-08 06:00,台风,25.6,134.3,970,35,200504,Nesat
2005-06-08 12:00,台风,26.1,135.3,970,35,200504,Nesat
2005-06-08 18:00,台风,26.9,135.9,975,33,200504,Nesat
2005-06-09 00:00,强热带风暴,27.7,136.5,980,30,200504,Nesat
2005-06-09 06:00,强热带风暴,28.5,137.1,980,30,200504,Nesat
2005-06-09 12:00,强热带风暴,29.1,137.7,985,28,200504,Nesat
2005-06-09 18:00,强热带风暴,29.7,138.2,990,25,200504,Nesat
2005-06-10 00:00,热带风暴,30.4,138.8,990,23,200504,Nesat
2005-06-10 06:00,热带风暴,31.0,139.4,990,23,200504,Nesat
2005-06-10 12:00,热带风暴,31.9,141.1,995,20,200504,Nesat
2005-06-10 18:00,热带风暴,32.7,142.4,995,20,200504,Nesat
2005-06-11 00:00,热带低压,34.6,145.1,998,15,200504,Nesat
2005-06-11 06:00,热带低压,36.6,147.4,998,15,200504,Nesat
2005-07-10 18:00,热带低压,22.1,154.1,1010,12,200505,Haitang
2005-07-11 00:00,热带低压,22.1,153.6,1010,12,200505,Haitang
2005-07-11 06:00,热带低压,22.2,153.1,1008,12,200505,Haitang
2005-07-11 12:00,热带低压,22.4,152.7,1006,12,200505,Haitang
2005-07-11 18:00,热带低压,22.7,152.3,1005,15,200505,Haitang
2005-07-12 00:00,热带低压,23.1,151.8,1002,15,200505,Haitang
2005-07-12 06:00,热带风暴,23.4,151.2,1000,18,200505,Haitang
2005-07-12 12:00,热带风暴,23.3,150.5,1000,18,200505,Haitang
2005-07-12 18:00,热带风暴,23.1,149.9,1000,18,200505,Haitang
2005-07-13 00:00,热带风暴,22.9,149.2,998,18,200505,Haitang
2005-07-13 06:00,热带风暴,22.3,148.3,995,20,200505,Haitang
2005-07-13 12:00,强热带风暴,21.7,147.1,985,28,200505,Haitang
2005-07-13 18:00,台风,21.3,146.0,975,33,200505,Haitang
2005-07-14 00:00,台风,20.6,144.6,970,35,200505,Haitang
2005-07-14 06:00,台风,20.0,142.7,970,35,200505,Haitang
2005-07-14 12:00,台风,19.6,141.1,970,35,200505,Haitang
2005-07-14 18:00,台风,19.3,139.3,960,40,200505,Haitang
2005-07-15 00:00,台风,19.1,136.9,960,40,200505,Haitang
2005-07-15 06:00,强台风,19.1,134.9,955,45,200505,Haitang
2005-07-15 12:00,强台风,19.3,133.5,955,45,200505,Haitang
2005-07-15 18:00,强台风,19.5,131.9,940,50,200505,Haitang
2005-07-16 00:00,强台风,19.9,130.4,940,50,200505,Haitang
2005-07-16 06:00,超强台风,20.3,129.1,935,55,200505,Haitang
2005-07-16 12:00,超强台风,20.7,127.7,920,60,200505,Haitang
2005-07-16 18:00,超强台风,20.9,126.6,920,60,200505,Haitang
2005-07-17 00:00,超强台风,21.4,125.8,920,60,200505,Haitang
2005-07-17 06:00,超强台风,22.3,125.0,935,55,200505,Haitang
2005-07-17 12:00,强台风,23.0,124.0,940,50,200505,Haitang
